review_id,user_id,destination_id,rating,review_text,review_timestamp
470,282,14,2,A must-see attraction.,2023-01-17 04:09:26
471,190,8,3,Would visit again.,2024-09-09 00:25:50
472,445,14,4,Would visit again.,2022-12-04 14:28:25
473,114,12,1,Crowded but impressive.,2023-02-03 06:50:15
474,508,4,5,Would visit again.,2024-09-17 05:46:17
475,733,11,3,Not worth the price.,2022-06-27 22:31:38
476,351,2,3,Exceeded my expectations.,2023-09-02 06:41:10
477,42,13,5,Could be better organized.,2020-09-08 02:30:03
478,599,4,3,Amazing experience!,2020-08-31 13:21:58
479,489,11,3,Not worth the price.,2023-01-15 15:34:34
480,321,13,2,Exceeded my expectations.,2023-11-10 18:27:36
481,716,1,4,Would visit again.,2024-01-12 09:00:55
482,191,9,1,A must-see attraction.,2023-11-16 14:02:59
483,205,4,4,Not worth the price.,2023-04-11 23:54:23
484,98,14,2,Could be better organized.,2020-09-26 21:25:06
485,684,6,4,Not worth the price.,2023-08-07 18:28:08
486,737,12,2,Could be better organized.,2023-08-14 16:16:15
487,264,2,2,Could be better organized.,2023-08-11 07:12:57
488,30,9,3,Crowded but impressive.,2021-01-03 06:06:35
489,524,13,4,A must-see attraction.,2021-05-11 10:20:27
490,15,10,5,Amazing experience!,2023-08-10 00:00:32
491,585,4,1,Crowded but impressive.,2023-09-02 14:01:46
492,247,1,2,Crowded but impressive.,2022-11-09 23:59:55
493,973,2,4,Exceeded my expectations.,2024-03-15 00:39:54
494,964,1,3,Not worth the price.,2020-04-10 22:20:23
495,730,6,5,Could be better organized.,2025-01-07 14:29:19
496,553,3,2,Exceeded my expectations.,2023-07-25 01:58:43
497,452,4,1,Would visit again.,2021-10-30 22:54:14
498,288,13,2,Could be better organized.,2024-07-07 19:24:17
499,942,9,5,Amazing experience!,2022-08-16 17:07:45
500,515,6,1,Exceeded my expectations.,2022-06-25 10:37:50
501,666,3,1,Would visit again.,2023-02-21 08:48:18
502,623,14,2,A must-see attraction.,2022-07-14 04:04:52
503,376,1,2,Crowded but impressive.,2021-06-29 21:27:24
504,805,12,2,Amazing experience!,2022-02-04 06:41:22
505,262,3,4,Not worth the price.,2023-02-26 22:08:08
506,453,7,4,Would visit again.,2020-07-17 14:28:21
507,113,12,3,Not worth the price.,2025-01-08 12:38:24
508,25,12,3,Exceeded my expectations.,2022-03-14 22:36:12
509,199,2,5,Could be better organized.,2021-09-23 01:58:08
510,663,5,2,A must-see attraction.,2023-03-03 08:31:11
511,231,13,1,Amazing experience!,2021-05-02 02:35:54
512,681,10,4,A must-see attraction.,2021-01-03 19:05:14
513,695,11,1,Not worth the price.,2020-02-19 02:06:27
514,418,3,5,Amazing experience!,2023-12-24 02:12:01
515,620,3,4,Could be better organized.,2022-11-21 12:15:20
516,829,2,4,Would visit again.,2021-05-17 10:59:35
517,522,2,4,Would visit again.,2020-09-16 01:21:17
518,762,1,5,A must-see attraction.,2021-12-11 04:45:27
519,840,10,2,Would visit again.,2020-10-31 07:41:53
520,608,9,2,A must-see attraction.,2024-10-28 05:30:18
521,922,2,3,A must-see attraction.,2021-11-07 18:40:15
522,696,8,4,Could be better organized.,2024-02-12 21:06:52
523,117,13,1,Not worth the price.,2021-03-01 08:40:31
524,579,9,4,A must-see attraction.,2020-01-04 00:59:10
525,453,11,3,Not worth the price.,2025-01-22 03:44:31
526,759,10,1,Not worth the price.,2021-09-02 11:51:35
527,58,5,3,Not worth the price.,2020-06-07 19:40:02
528,11,13,2,Amazing experience!,2021-02-10 19:00:30
529,795,11,4,Exceeded my expectations.,2024-06-05 21:25:00
530,250,9,4,Crowded but impressive.,2020-04-16 07:15:57
531,909,4,3,Exceeded my expectations.,2022-12-11 16:02:32
532,902,1,2,Crowded but impressive.,2022-09-09 10:12:16
533,516,7,4,Could be better organized.,2023-05-17 04:42:02
534,49,4,1,Not worth the price.,2020-01-27 10:27:48
535,620,13,2,Not worth the price.,2023-06-21 21:10:04
536,702,12,4,Exceeded my expectations.,2022-12-17 03:41:34
537,305,11,1,Crowded but impressive.,2021-03-30 05:08:16
538,246,13,4,Crowded but impressive.,2024-04-17 22:40:50
539,99,1,1,Would visit again.,2024-09-03 02:44:52
540,681,3,4,Would visit again.,2020-08-10 16:10:27
541,50,14,3,Amazing experience!,2022-01-27 02:25:26
542,251,5,4,Amazing experience!,2020-11-08 09:33:16
543,559,5,2,Would visit again.,2020-01-10 01:52:50
544,101,4,5,Exceeded my expectations.,2024-08-26 04:11:08
545,174,6,2,Would visit again.,2020-04-07 22:46:11
546,790,9,2,Exceeded my expectations.,2020-08-26 14:25:34
547,903,13,4,Crowded but impressive.,2021-01-12 16:03:27
548,742,13,4,Would visit again.,2023-07-14 09:41:27
549,862,1,2,Crowded but impressive.,2024-10-22 10:49:37
550,693,11,1,Exceeded my expectations.,2024-01-27 20:11:15
551,252,12,4,Crowded but impressive.,2020-02-09 05:47:17
552,478,12,5,Crowded but impressive.,2022-08-09 12:08:34
553,664,8,4,A must-see attraction.,2021-07-26 05:59:49
554,48,1,1,Not worth the price.,2021-02-06 00:52:45
555,83,5,1,Could be better organized.,2020-06-05 10:40:26
556,990,8,1,A must-see attraction.,2020-12-20 14:53:17
557,445,4,3,Crowded but impressive.,2023-02-08 14:04:52
558,893,13,1,Could be better organized.,2024-07-14 09:16:21
559,859,10,3,Amazing experience!,2021-07-14 04:23:35
560,222,8,1,Crowded but impressive.,2023-02-27 15:12:30
561,83,13,1,Could be better organized.,2024-12-19 20:41:47
562,772,2,5,Not worth the price.,2022-08-02 06:49:37
563,371,5,3,A must-see attraction.,2024-01-08 08:25:35
564,146,10,4,Not worth the price.,2022-11-17 11:17:03
565,399,14,1,Crowded but impressive.,2021-08-01 01:57:59
566,465,7,4,Amazing experience!,2022-01-04 05:50:47
567,450,8,1,Exceeded my expectations.,2024-04-05 15:11:34
568,513,7,2,Could be better organized.,2023-08-15 11:17:25
569,247,10,3,A must-see attraction.,2020-11-27 01:04:29
570,138,12,4,Could be better organized.,2023-03-31 20:19:49
571,946,13,4,Crowded but impressive.,2021-11-10 15:49:46
572,963,1,3,Not worth the price.,2024-03-16 02:32:37
573,213,8,1,Would visit again.,2024-08-18 14:40:14
574,867,14,5,A must-see attraction.,2022-06-09 02:39:15
575,843,1,2,Exceeded my expectations.,2021-03-10 07:29:14
576,223,11,3,Exceeded my expectations.,2023-03-29 01:04:15
577,985,2,3,Not worth the price.,2023-04-29 17:45:12
578,908,7,2,A must-see attraction.,2023-08-11 03:20:11
579,210,12,2,Amazing experience!,2022-07-11 07:15:06
580,975,11,1,Amazing experience!,2023-11-21 02:15:56
581,427,13,1,Exceeded my expectations.,2022-07-15 10:40:45
582,179,11,1,Not worth the price.,2021-07-30 13:00:53
583,303,9,2,Amazing experience!,2023-05-17 18:13:11
584,545,12,4,Would visit again.,2023-07-15 09:43:16
585,269,8,1,Could be better organized.,2022-02-16 12:08:10
586,398,6,4,Crowded but impressive.,2024-10-22 13:32:00
587,397,10,5,A must-see attraction.,2020-03-08 21:03:59
588,222,7,5,Crowded but impressive.,2021-12-19 16:57:43
589,4,1,3,Crowded but impressive.,2021-11-14 04:08:10
590,499,11,5,Exceeded my expectations.,2021-12-08 20:47:00
591,412,12,2,Exceeded my expectations.,2020-09-01 16:37:00
592,784,6,5,Would visit again.,2021-03-26 09:30:42
593,799,12,5,Amazing experience!,2021-06-04 22:10:10
594,495,1,4,Not worth the price.,2021-11-24 00:07:36
595,287,2,1,Not worth the price.,2020-06-03 23:17:26
596,387,12,2,Crowded but impressive.,2020-10-19 15:09:10
597,84,9,4,Would visit again.,2021-02-02 13:26:04
598,526,3,3,A must-see attraction.,2021-01-20 11:52:00
599,532,4,1,Amazing experience!,2024-07-24 18:22:05
600,117,8,5,Could be better organized.,2023-05-29 05:50:42
601,668,1,4,Not worth the price.,2023-10-24 12:11:01
602,539,10,5,Exceeded my expectations.,2022-02-22 01:47:16
603,853,10,4,Not worth the price.,2024-12-12 01:52:14
604,630,8,5,Crowded but impressive.,2020-06-25 17:17:49
605,324,3,2,Amazing experience!,2024-03-03 09:50:34
606,128,2,3,Crowded but impressive.,2023-06-25 09:34:40
607,810,6,4,Not worth the price.,2024-05-24 14:11:14
608,756,2,5,Crowded but impressive.,2024-07-18 17:58:45
609,679,2,1,A must-see attraction.,2020-08-27 03:15:39
610,505,4,3,A must-see attraction.,2022-01-25 18:19:54
611,97,7,2,Could be better organized.,2020-10-19 09:58:30
612,173,10,4,Not worth the price.,2022-12-30 20:46:53
613,460,14,2,Exceeded my expectations.,2023-07-11 13:13:35
614,106,7,5,Not worth the price.,2023-06-29 10:38:38
615,224,8,5,Crowded but impressive.,2020-08-08 16:25:29
616,91,10,2,Crowded but impressive.,2025-01-06 23:54:20
617,664,10,5,Amazing experience!,2023-05-02 18:56:38
618,544,3,1,Amazing experience!,2021-10-05 16:34:17
619,659,14,1,A must-see attraction.,2020-08-26 19:04:39
620,437,8,3,Would visit again.,2021-06-17 13:54:10
621,118,7,2,Could be better organized.,2021-08-27 04:43:51
622,432,2,2,Amazing experience!,2023-12-31 21:08:01
623,629,14,5,Not worth the price.,2022-04-11 21:41:52
624,593,1,1,Not worth the price.,2020-06-23 20:42:53
625,249,8,2,Crowded but impressive.,2023-01-14 23:01:24
626,768,5,3,Crowded but impressive.,2022-10-31 07:26:24
627,516,4,3,Exceeded my expectations.,2023-08-01 07:20:25
628,926,14,2,Exceeded my expectations.,2025-01-30 23:53:14
629,940,10,5,Could be better organized.,2021-01-19 04:56:00
630,157,8,3,Exceeded my expectations.,2021-11-07 18:22:38
631,619,11,2,Would visit again.,2022-09-27 21:44:24
632,796,6,1,A must-see attraction.,2022-04-26 02:19:36
633,72,14,5,Exceeded my expectations.,2021-07-26 11:07:55
634,331,9,1,Exceeded my expectations.,2022-02-28 08:08:43
635,853,8,4,Would visit again.,2020-11-26 05:49:53
636,839,12,2,Exceeded my expectations.,2021-08-06 16:34:26
637,416,13,1,Amazing experience!,2024-08-10 22:26:57
638,405,4,5,Crowded but impressive.,2022-03-22 06:31:46
639,367,5,1,Could be better organized.,2021-10-07 22:49:58
640,741,13,5,Not worth the price.,2022-09-16 01:04:42
641,240,2,3,A must-see attraction.,2021-11-07 03:31:24
642,795,1,5,Would visit again.,2020-01-27 23:00:02
643,917,13,4,Crowded but impressive.,2023-05-27 13:53:53
644,534,11,3,Could be better organized.,2020-05-23 08:33:23
645,667,10,4,Exceeded my expectations.,2022-08-08 06:06:56
646,372,13,5,Crowded but impressive.,2023-12-15 03:02:12
647,139,11,3,Exceeded my expectations.,2020-04-09 18:19:42
648,576,12,5,Crowded but impressive.,2021-06-30 07:43:45
649,720,2,4,A must-see attraction.,2021-08-07 15:54:10
650,337,11,1,A must-see attraction.,2023-05-29 04:28:04
651,521,2,1,Would visit again.,2021-11-01 10:39:52
652,987,10,4,Would visit again.,2023-08-25 05:04:25
653,464,1,4,Exceeded my expectations.,2021-02-26 19:15:56
654,124,8,2,Exceeded my expectations.,2022-07-01 14:24:48
655,999,1,2,Not worth the price.,2021-02-15 23:40:47
656,667,3,2,Exceeded my expectations.,2022-04-20 00:27:35
657,97,12,5,Crowded but impressive.,2021-12-14 03:18:16
658,831,13,1,A must-see attraction.,2022-02-02 03:45:54
659,190,12,2,A must-see attraction.,2022-08-29 10:27:31
660,316,1,1,Crowded but impressive.,2020-11-06 07:26:46
661,665,13,3,Not worth the price.,2022-04-14 01:29:29
662,173,5,5,Could be better organized.,2022-04-21 04:40:10
663,160,11,1,Would visit again.,2022-05-18 09:49:12
664,251,13,3,Amazing experience!,2022-08-13 20:04:18
665,450,7,3,Exceeded my expectations.,2020-10-09 07:06:45
666,121,11,5,A must-see attraction.,2020-07-21 08:07:10
667,345,7,3,Amazing experience!,2024-11-24 10:33:05
668,292,2,3,A must-see attraction.,2022-12-28 05:41:33
669,198,10,5,Crowded but impressive.,2020-07-20 19:17:36
670,919,4,4,Amazing experience!,2022-09-20 22:53:21
671,319,14,2,Not worth the price.,2022-10-06 01:56:37
672,96,11,5,Amazing experience!,2024-04-29 01:47:33
673,932,14,2,A must-see attraction.,2020-08-24 09:55:36
674,684,14,1,Amazing experience!,2021-09-12 05:47:24
675,326,7,3,Crowded but impressive.,2022-04-10 01:28:30
676,186,12,5,Crowded but impressive.,2021-06-29 00:53:20
677,37,11,2,Would visit again.,2024-02-01 04:38:17
678,392,12,4,A must-see attraction.,2024-12-16 14:02:41
679,680,7,5,Would visit again.,2021-06-05 14:06:40
680,584,6,2,Would visit again.,2024-07-27 04:58:08
681,393,2,5,Not worth the price.,2020-10-15 12:31:40
682,855,2,5,Could be better organized.,2021-08-19 03:12:21
683,624,11,1,Could be better organized.,2021-12-17 02:58:32
684,803,13,3,Would visit again.,2022-05-21 07:19:20
685,670,11,2,Not worth the price.,2020-01-07 20:05:21
686,388,7,2,Crowded but impressive.,2021-08-06 12:55:26
687,277,7,2,Would visit again.,2022-07-20 18:45:33
688,691,9,5,Crowded but impressive.,2021-12-15 19:25:24
689,976,4,3,Would visit again.,2024-01-08 10:34:46
690,380,2,5,A must-see attraction.,2023-09-17 03:56:14
691,925,10,3,Exceeded my expectations.,2020-04-25 19:59:02
692,520,7,3,Could be better organized.,2022-06-13 16:36:28
693,180,5,2,Exceeded my expectations.,2024-10-12 03:14:55
694,181,7,5,Would visit again.,2024-09-18 17:24:13
695,338,6,1,A must-see attraction.,2022-04-15 17:14:28
696,210,6,1,Crowded but impressive.,2022-12-15 07:43:56
697,168,13,5,Exceeded my expectations.,2024-06-13 02:18:47
698,827,10,3,Crowded but impressive.,2022-04-25 00:15:13
699,901,8,1,Would visit again.,2024-11-03 19:26:36
700,438,13,5,Could be better organized.,2023-08-03 22:49:49
701,291,6,2,Not worth the price.,2020-10-25 15:41:01
702,860,14,4,A must-see attraction.,2022-10-16 11:41:30
703,46,5,4,Amazing experience!,2024-09-03 01:48:22
704,536,4,1,Amazing experience!,2025-01-13 00:35:43
705,818,10,3,Not worth the price.,2021-02-27 16:48:01
706,564,9,4,Would visit again.,2022-05-03 16:27:42
707,292,12,5,Exceeded my expectations.,2023-06-02 20:41:39
708,683,7,5,A must-see attraction.,2023-08-28 00:42:56
709,461,10,5,Crowded but impressive.,2024-12-05 02:30:17
710,265,8,1,A must-see attraction.,2020-11-26 20:35:52
711,469,12,1,Could be better organized.,2023-09-07 23:59:25
712,599,1,1,Could be better organized.,2022-03-21 11:17:56
713,637,8,1,Amazing experience!,2020-03-22 18:19:40
714,987,13,2,Could be better organized.,2024-06-14 18:24:22
715,267,13,4,Amazing experience!,2022-11-12 03:50:16
716,402,8,3,A must-see attraction.,2023-09-04 14:19:46
717,746,6,1,Exceeded my expectations.,2022-11-18 07:47:15
718,79,9,5,A must-see attraction.,2020-03-03 03:31:00
719,703,2,4,A must-see attraction.,2022-06-27 20:42:19
720,268,10,2,Would visit again.,2022-06-01 15:01:55
721,711,4,3,Crowded but impressive.,2023-09-13 07:16:40
722,590,9,3,Amazing experience!,2022-05-14 10:59:30
723,332,13,1,Exceeded my expectations.,2022-11-07 04:38:10
724,801,7,4,Could be better organized.,2024-11-26 11:28:00
725,810,4,4,Not worth the price.,2022-08-23 19:53:56
726,47,3,3,Would visit again.,2024-10-08 22:27:07
727,446,2,4,Could be better organized.,2024-07-26 14:03:02
728,602,3,3,Could be better organized.,2023-10-16 17:59:42
729,128,5,1,Could be better organized.,2021-02-08 01:27:34
730,339,1,2,Crowded but impressive.,2022-10-02 18:46:08
731,893,12,4,A must-see attraction.,2021-06-19 17:17:15
732,774,7,3,Crowded but impressive.,2020-08-09 15:51:25
733,645,7,2,Crowded but impressive.,2022-06-12 07:12:06
734,587,4,4,Could be better organized.,2024-10-03 15:30:40
735,890,1,4,Would visit again.,2022-09-30 18:18:46
736,525,6,2,Amazing experience!,2020-09-19 18:45:06
737,23,13,1,Could be better organized.,2021-03-15 00:15:10
738,450,9,5,A must-see attraction.,2022-11-02 00:50:34
739,87,13,5,Exceeded my expectations.,2021-10-09 11:08:59
740,2,13,3,Exceeded my expectations.,2024-04-13 23:43:08
741,881,6,2,Could be better organized.,2024-03-01 12:35:00
742,471,6,5,A must-see attraction.,2024-01-15 07:14:38
743,50,4,4,Not worth the price.,2023-07-13 05:12:18
744,151,1,2,Exceeded my expectations.,2023-08-05 13:03:06
745,221,5,3,Exceeded my expectations.,2022-05-23 20:11:05
746,217,11,5,Not worth the price.,2023-06-05 23:20:52
747,521,13,5,A must-see attraction.,2022-01-29 23:04:57
748,239,2,5,Amazing experience!,2021-04-12 17:01:02
749,201,4,3,A must-see attraction.,2023-08-03 02:39:37
750,91,8,1,A must-see attraction.,2021-11-14 00:31:16
751,859,2,4,Not worth the price.,2022-05-19 17:52:16
752,888,6,4,A must-see attraction.,2023-08-22 18:33:47
753,178,11,4,Would visit again.,2023-04-20 20:38:11
754,251,7,4,Crowded but impressive.,2022-08-30 23:01:48
755,714,1,5,Crowded but impressive.,2024-09-18 01:13:00
756,937,10,4,Could be better organized.,2024-03-20 16:49:49
757,272,13,4,Could be better organized.,2023-03-09 00:20:58
758,628,5,3,Exceeded my expectations.,2022-01-13 20:58:17
759,964,5,5,Exceeded my expectations.,2022-11-04 13:53:38
760,142,10,3,Could be better organized.,2021-08-14 02:40:51
761,457,12,4,Could be better organized.,2022-02-27 08:57:52
762,900,14,1,Could be better organized.,2022-01-15 17:38:45
763,488,7,4,A must-see attraction.,2024-09-28 07:37:48
764,487,5,1,Not worth the price.,2021-04-11 23:00:19
765,24,14,4,A must-see attraction.,2023-12-22 16:22:43
766,364,2,3,Crowded but impressive.,2023-10-15 00:57:02
767,360,4,3,Amazing experience!,2020-08-24 05:18:31
768,325,13,4,Could be better organized.,2021-10-07 07:01:18
769,668,13,2,Amazing experience!,2025-01-01 23:20:34
770,60,13,1,Exceeded my expectations.,2020-05-24 12:08:00
771,585,14,3,Exceeded my expectations.,2020-04-14 01:43:39
772,816,7,3,A must-see attraction.,2023-01-14 08:56:42
773,744,9,2,Would visit again.,2022-06-21 13:36:11
774,740,5,3,Would visit again.,2024-06-20 03:43:22
775,982,13,3,Exceeded my expectations.,2023-08-06 04:17:36
776,375,4,3,Would visit again.,2021-09-14 06:19:02
777,886,11,2,A must-see attraction.,2023-08-28 10:59:30
778,33,11,1,Could be better organized.,2020-04-24 09:26:08
779,267,8,1,Could be better organized.,2024-11-07 20:30:06
780,755,2,1,Amazing experience!,2022-02-01 18:54:49
781,835,5,5,Could be better organized.,2023-01-28 16:18:06
782,845,7,1,Amazing experience!,2024-04-08 05:42:29
783,582,10,4,Could be better organized.,2022-09-03 16:14:39
784,83,2,5,Amazing experience!,2022-09-15 20:47:36
785,515,4,4,Could be better organized.,2022-05-09 14:53:31
786,412,7,1,Not worth the price.,2022-08-09 23:47:01
787,482,8,4,Amazing experience!,2024-05-05 18:32:36
788,659,13,4,Crowded but impressive.,2024-02-21 14:58:17
789,685,1,3,Exceeded my expectations.,2023-12-05 00:16:45
790,751,10,4,A must-see attraction.,2023-04-06 04:22:08
791,561,3,5,Amazing experience!,2023-03-04 10:45:03
792,730,3,3,A must-see attraction.,2022-12-01 22:54:04
793,615,10,3,Amazing experience!,2024-06-24 13:37:47
794,658,10,1,Not worth the price.,2021-05-24 18:02:24
795,719,4,2,Amazing experience!,2021-07-14 17:36:47
796,589,12,2,A must-see attraction.,2023-08-06 15:13:38
797,931,5,1,Not worth the price.,2022-05-14 11:02:21
798,859,8,2,Crowded but impressive.,2024-07-20 06:43:20
799,433,3,2,Amazing experience!,2022-02-26 05:08:48
800,57,6,1,Would visit again.,2020-10-01 03:36:31
801,545,7,4,Amazing experience!,2022-08-15 22:31:36
802,497,5,4,Could be better organized.,2022-01-26 22:48:57
803,219,9,5,Could be better organized.,2020-10-07 12:24:43
804,260,8,5,Not worth the price.,2021-06-04 21:36:25
805,268,8,3,Could be better organized.,2022-07-28 15:58:32
806,848,3,1,Would visit again.,2022-10-13 22:19:40
807,621,5,3,Amazing experience!,2020-02-21 20:16:25
808,953,12,2,Exceeded my expectations.,2021-12-02 22:34:23
809,802,9,4,Exceeded my expectations.,2021-12-02 02:27:11
810,859,6,1,Crowded but impressive.,2023-06-16 06:58:25
811,424,5,4,A must-see attraction.,2022-07-28 16:02:00
812,98,4,1,Would visit again.,2023-02-12 13:54:02
813,79,9,2,Amazing experience!,2021-03-15 04:08:10
814,364,9,3,Would visit again.,2022-04-11 04:54:38
815,923,7,3,Crowded but impressive.,2020-08-31 23:58:45
816,358,4,5,Crowded but impressive.,2024-07-29 09:31:45
817,374,11,2,Exceeded my expectations.,2021-01-04 11:52:05
818,501,9,5,Not worth the price.,2022-12-03 22:09:26
819,898,10,5,Amazing experience!,2024-11-28 17:19:06
820,536,5,1,Would visit again.,2024-09-17 05:16:33
821,385,6,3,Could be better organized.,2024-05-30 22:42:43
822,860,14,1,A must-see attraction.,2023-12-02 09:26:27
823,354,13,5,Would visit again.,2021-10-30 09:25:05
824,551,4,1,Crowded but impressive.,2021-11-15 13:41:06
825,319,9,5,Amazing experience!,2024-08-28 17:49:55
826,913,12,1,Exceeded my expectations.,2020-06-21 09:25:21
827,201,9,1,Could be better organized.,2022-03-13 04:51:24
828,887,7,2,Not worth the price.,2021-01-29 23:53:34
829,721,10,2,Not worth the price.,2021-05-02 17:44:20
830,106,12,5,Not worth the price.,2024-11-19 01:56:13
831,475,12,2,Could be better organized.,2020-06-10 15:03:00
832,861,10,1,Would visit again.,2020-07-15 17:03:00
833,528,6,2,A must-see attraction.,2021-08-23 05:26:11
834,303,2,1,Not worth the price.,2023-06-01 15:46:54
835,91,4,2,Amazing experience!,2022-10-29 13:04:39
836,904,11,3,Not worth the price.,2021-08-31 06:12:22
837,870,1,1,Not worth the price.,2021-11-25 06:09:47
838,40,4,1,Could be better organized.,2022-08-12 18:49:52
839,304,1,4,A must-see attraction.,2024-07-13 10:13:52
840,91,11,1,Amazing experience!,2023-06-19 08:02:08
841,370,10,5,Not worth the price.,2022-08-30 00:41:16
842,328,8,4,Exceeded my expectations.,2023-09-04 16:06:14
843,244,12,3,Not worth the price.,2022-08-01 04:15:17
844,123,13,5,Exceeded my expectations.,2021-07-24 22:17:33
845,612,10,1,Would visit again.,2023-06-17 07:00:46
846,962,10,5,Not worth the price.,2022-11-26 04:56:15
847,157,1,4,Not worth the price.,2020-09-11 20:54:16
848,958,10,1,Amazing experience!,2023-07-26 21:04:39
849,996,2,4,Exceeded my expectations.,2023-03-28 06:46:28
850,707,10,1,Amazing experience!,2020-07-01 21:55:15
851,917,13,5,Exceeded my expectations.,2021-02-15 09:33:33
852,164,11,3,Would visit again.,2021-01-18 16:40:14
853,415,9,2,A must-see attraction.,2024-04-13 04:32:05
854,948,3,2,Exceeded my expectations.,2020-09-17 02:31:00
855,649,13,4,Not worth the price.,2023-06-03 07:22:42
856,175,11,4,Could be better organized.,2024-11-01 04:59:49
857,798,7,2,Amazing experience!,2024-07-01 18:55:31
858,199,11,3,A must-see attraction.,2024-11-15 01:08:44
859,819,12,1,Exceeded my expectations.,2020-01-13 01:28:44
860,12,6,5,Would visit again.,2021-03-08 07:56:53
861,678,13,3,A must-see attraction.,2021-02-06 08:41:09
862,779,3,5,Exceeded my expectations.,2023-11-17 07:45:47
863,51,12,2,Would visit again.,2021-03-28 21:11:40
864,32,1,4,Could be better organized.,2022-04-10 13:40:17
865,573,6,5,A must-see attraction.,2021-02-04 05:21:26
866,261,13,2,Crowded but impressive.,2023-12-09 17:47:41
867,962,2,2,Crowded but impressive.,2022-12-22 07:39:23
868,91,5,3,Would visit again.,2020-05-18 20:46:07
869,340,11,5,Could be better organized.,2020-03-12 16:04:37
870,724,3,5,A must-see attraction.,2020-02-19 12:14:38
871,826,7,1,Not worth the price.,2024-09-12 07:16:38
872,30,3,2,Not worth the price.,2020-02-09 17:58:08
873,429,13,3,Could be better organized.,2022-07-22 10:07:28
874,908,8,3,A must-see attraction.,2023-05-25 01:59:23
875,710,10,3,Amazing experience!,2024-12-05 16:00:25
876,24,5,1,Exceeded my expectations.,2024-04-10 18:16:23
877,996,12,5,Crowded but impressive.,2022-10-23 18:31:31
878,447,7,3,Would visit again.,2020-04-19 14:27:21
879,97,7,3,Exceeded my expectations.,2023-01-06 03:24:23
880,442,13,2,Would visit again.,2024-05-18 12:00:35
881,573,8,5,Crowded but impressive.,2024-05-04 21:56:29
882,454,12,4,Not worth the price.,2023-08-15 04:38:49
883,714,10,5,Could be better organized.,2022-01-08 08:50:27
884,76,4,4,Exceeded my expectations.,2020-06-12 00:12:33
885,427,11,2,Would visit again.,2025-01-11 23:16:01
886,24,2,1,Could be better organized.,2021-08-24 06:37:04
887,570,7,1,Not worth the price.,2024-02-06 12:06:26
888,851,10,3,Exceeded my expectations.,2023-10-21 10:52:49
889,925,2,5,Crowded but impressive.,2020-02-17 22:04:52
890,220,9,1,Would visit again.,2022-10-20 00:13:24
891,125,13,3,Could be better organized.,2024-06-06 20:42:23
892,601,13,3,Exceeded my expectations.,2022-02-02 23:01:38
893,574,3,5,Not worth the price.,2022-08-15 01:06:20
894,76,10,1,Not worth the price.,2023-11-28 22:22:02
895,829,10,1,Not worth the price.,2021-12-26 00:27:58
896,316,8,2,Crowded but impressive.,2022-01-13 16:36:28
897,603,6,1,Exceeded my expectations.,2023-06-24 05:16:27
898,486,4,1,Could be better organized.,2024-10-19 12:40:19
899,340,12,2,Would visit again.,2023-05-08 15:04:38
900,506,1,5,Not worth the price.,2024-05-05 04:05:31
901,778,9,4,Could be better organized.,2024-06-30 16:15:37
902,767,13,4,Could be better organized.,2022-10-27 15:28:57
903,390,12,2,Crowded but impressive.,2021-06-02 05:26:09
904,377,13,5,Exceeded my expectations.,2021-07-30 13:11:56
905,894,3,5,Would visit again.,2024-07-24 21:55:49
906,923,1,1,Crowded but impressive.,2021-11-09 08:08:50
907,158,4,3,Would visit again.,2020-05-09 15:56:36
908,448,9,5,Not worth the price.,2023-08-19 22:25:49
909,549,12,3,Exceeded my expectations.,2023-08-05 08:49:21
910,497,7,4,Crowded but impressive.,2020-02-27 09:22:46
911,626,7,3,Not worth the price.,2024-09-09 23:03:15
912,225,8,3,Exceeded my expectations.,2022-05-22 04:28:44
913,589,6,5,A must-see attraction.,2022-11-05 22:45:09
914,151,2,2,Not worth the price.,2021-09-15 10:44:58
915,84,8,3,Not worth the price.,2022-10-21 12:10:05
916,615,11,2,Crowded but impressive.,2024-02-26 20:32:03
917,282,9,4,Not worth the price.,2020-09-27 06:06:56
918,991,11,1,Exceeded my expectations.,2022-06-23 12:25:11
919,995,9,4,Exceeded my expectations.,2021-05-01 04:45:42
920,439,8,3,Could be better organized.,2021-01-08 18:14:34
921,860,12,1,Could be better organized.,2024-03-11 18:13:07
922,435,5,3,Would visit again.,2022-04-13 07:59:38
923,628,7,3,Could be better organized.,2022-09-15 21:41:14
924,74,13,3,Could be better organized.,2023-09-16 01:51:42
925,319,2,5,A must-see attraction.,2023-09-30 21:29:45
926,543,10,4,Would visit again.,2020-01-25 15:46:17
927,936,13,1,Crowded but impressive.,2021-10-03 17:06:15
928,360,12,5,Could be better organized.,2021-07-24 16:34:52
929,63,14,1,A must-see attraction.,2021-08-18 12:02:40
930,858,1,1,Could be better organized.,2022-10-13 19:50:28
931,590,8,2,Would visit again.,2022-05-22 08:36:46
932,149,3,5,Not worth the price.,2024-08-09 05:27:04
933,811,12,2,Not worth the price.,2021-06-04 01:43:32
934,492,7,4,Crowded but impressive.,2020-05-31 16:16:24
935,582,11,5,Could be better organized.,2022-02-28 06:34:41
936,447,11,1,Amazing experience!,2024-04-21 13:20:15
937,995,1,3,Amazing experience!,2021-09-25 17:56:47
938,202,5,5,Amazing experience!,2020-08-11 15:55:24
